audience_status,rating_G,rating_NC17,rating_NR,rating_PG,rating_PG-13,rating_R,runtime_in_minutes,tomatometer_count,audience_rating,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count
1,0,0,0,0,0,1,4.5217885770490405,70,66.0,19384.0,24,48,22
1,1,0,0,0,0,0,4.5217885770490405,169,86.0,999952.0,45,169,0
1,0,0,0,1,0,0,4.499809670330265,12,65.0,8218.0,2,3,9
1,0,0,0,1,0,0,4.672828834461906,6,66.0,6492.0,2,4,2
1,0,0,0,0,0,1,4.418840607796598,11,80.0,2737.0,3,11,0
0,0,0,0,0,0,1,4.553876891600541,16,14.0,485.0,3,6,10
0,0,0,1,0,0,0,4.6443908991413725,12,28.0,613.0,8,8,4
0,0,0,0,0,0,1,4.532599493153256,13,50.0,1635.0,0,8,5
1,0,0,1,0,0,0,4.634728988229636,7,66.0,230.0,2,6,1
1,0,0,1,0,0,0,5.472270673671475,5,92.0,1726.0,1,5,0
0,0,0,0,0,0,1,4.477336814478207,8,30.0,750.0,3,4,4
0,0,0,0,0,0,1,4.74493212836325,26,53.0,55068.0,2,9,17
1,0,0,1,0,0,0,4.736198448394496,40,74.0,602.0,15,38,2
1,0,0,0,1,0,0,4.584967478670572,208,91.0,312342.0,45,205,3
0,0,0,1,0,0,0,5.0238805208462765,11,36.0,1458.0,6,0,11
1,0,0,0,0,0,1,4.634728988229636,116,61.0,4092.0,35,96,20
1,0,0,0,1,0,0,4.912654885736052,62,76.0,731010.0,14,16,46
1,0,0,0,0,0,1,4.718498871295094,68,60.0,507.0,13,50,18
0,0,0,0,0,0,1,4.74493212836325,69,53.0,21191.0,19,33,36
1,0,0,0,0,1,0,4.718498871295094,13,82.0,1990.0,5,4,9
0,0,0,1,0,0,0,4.605170185988092,23,56.0,571.0,8,21,2
1,0,0,0,0,1,0,4.8283137373023015,192,84.0,7312.0,45,185,7
0,0,0,0,0,0,1,4.584967478670572,5,24.0,2959.0,0,0,0
1,0,0,0,1,0,0,4.59511985013459,20,82.0,1261.0,4,17,3
0,0,0,1,0,0,0,4.499809670330265,9,34.0,111.0,5,0,9
0,0,0,1,0,0,0,4.553876891600541,29,6.0,31.0,11,16,13
1,0,0,0,0,1,0,4.770684624465665,134,65.0,89454.0,43,34,100
1,0,0,0,0,0,1,4.48863636973214,33,71.0,8940.0,11,27,6
1,0,0,1,0,0,0,4.204692619390966,14,62.0,163.0,7,8,6
0,0,0,1,0,0,0,4.532599493153256,7,57.0,942.0,1,4,3
1,0,0,0,0,1,0,4.727387818712341,174,85.0,401878.0,47,126,48
1,0,0,0,0,1,0,4.499809670330265,12,73.0,6042.0,1,8,4
1,0,0,1,0,0,0,5.278114659230517,81,83.0,5717.0,26,70,11
0,0,0,0,0,0,1,4.564348191467836,33,54.0,902.0,10,28,5
0,0,0,0,0,0,1,4.499809670330265,53,24.0,7058.0,19,20,33
0,0,0,1,0,0,0,4.51085950651685,18,40.0,1382.0,5,13,5
0,0,0,0,0,0,1,4.919980925828125,105,34.0,6080.0,40,27,78
1,0,0,1,0,0,0,4.634728988229636,9,82.0,2561.0,1,9,0
1,0,0,0,0,0,1,5.043425116919247,30,76.0,25744.0,6,20,10
1,0,0,1,0,0,0,4.532599493153256,5,86.0,42.0,0,5,0
0,0,0,1,0,0,0,4.553876891600541,9,49.0,455.0,7,5,4
1,0,0,0,0,0,1,4.727387818712341,99,87.0,35222.0,31,85,14
1,0,0,1,0,0,0,4.406719247264253,5,68.0,179.0,2,4,1
0,0,0,1,0,0,0,4.653960350157523,15,40.0,489.0,8,8,7
0,0,0,0,0,0,1,4.61512051684126,33,34.0,11512.0,12,10,23
0,0,0,0,0,0,1,4.584967478670572,17,35.0,42548.0,5,7,10
1,0,0,1,0,0,0,4.672828834461906,27,84.0,190.0,9,10,17
1,0,0,0,1,0,0,4.672828834461906,37,63.0,47206.0,8,33,4
1,0,0,0,0,1,0,4.927253685157205,26,72.0,2457.0,10,23,3
0,0,0,0,0,0,1,4.499809670330265,6,31.0,2112.0,0,5,1
1,0,0,0,0,1,0,4.897839799950911,153,77.0,14957.0,38,94,59
1,0,0,0,0,1,0,4.605170185988092,213,68.0,1129654.0,54,145,68
0,0,0,0,0,0,1,4.564348191467836,18,34.0,1361.0,3,6,12
1,0,0,1,0,0,0,4.48863636973214,16,75.0,1237.0,8,15,1
1,0,0,1,0,0,0,4.74493212836325,46,85.0,2448.0,16,45,1
0,0,0,0,0,0,1,4.727387818712341,47,26.0,4315.0,14,8,39
1,0,0,1,0,0,0,4.394449154672439,21,88.0,454.0,12,19,2
1,0,0,0,0,1,0,4.5217885770490405,88,73.0,5643.0,39,69,19
1,0,0,1,0,0,0,4.454347296253507,23,70.0,918.0,12,19,4
0,0,0,0,0,1,0,4.605170185988092,167,48.0,12480.0,43,65,102
0,0,0,0,0,0,1,4.584967478670572,7,55.0,1840.0,3,0,7
1,0,0,0,0,0,1,4.68213122712422,91,71.0,560755.0,24,26,65
1,0,0,1,0,0,0,4.564348191467836,22,86.0,296.0,13,14,8
0,0,0,0,0,1,0,4.812184355372417,227,55.0,209562.0,48,95,132
0,0,0,1,0,0,0,4.499809670330265,38,55.0,676.0,8,32,6
0,0,0,0,0,0,1,4.897839799950911,18,52.0,8462.0,2,10,8
1,0,0,0,0,1,0,4.74493212836325,36,92.0,3167.0,8,35,1
1,0,0,0,1,0,0,4.663439094112067,16,89.0,3801.0,0,15,1
1,0,0,1,0,0,0,4.465908118654584,19,66.0,498.0,9,11,8
1,0,0,0,0,1,0,4.02535169073515,34,69.0,2556.0,10,32,2
0,0,0,1,0,0,0,4.605170185988092,28,50.0,656.0,9,20,8
0,0,0,0,0,1,0,4.51085950651685,13,30.0,2715.0,4,8,5
1,0,0,1,0,0,0,4.77912349311153,43,77.0,1738.0,14,34,9
1,0,0,1,0,0,0,4.672828834461906,9,66.0,300.0,1,8,1
1,0,0,0,0,1,0,4.499809670330265,52,78.0,1338.0,17,43,9
1,0,0,0,1,0,0,4.543294782270004,173,78.0,99762.0,39,150,23
1,0,0,0,0,1,0,4.804021044733257,46,68.0,231.0,9,19,27
1,0,0,0,0,0,1,4.859812404361672,33,75.0,9400.0,10,24,9
0,0,0,0,1,0,0,4.574710978503383,38,45.0,1101.0,15,7,31
1,0,0,1,0,0,0,4.61512051684126,17,90.0,8693.0,2,17,0
0,0,0,0,0,0,1,4.787491742782046,26,44.0,17065.0,4,8,18
0,0,0,0,0,0,1,4.574710978503383,14,37.0,1596.0,1,6,8
1,0,0,0,0,0,1,4.624972813284271,59,78.0,16141.0,22,30,29
0,0,0,0,0,0,1,4.605170185988092,116,50.0,8925.0,35,75,41
0,0,0,0,0,0,1,4.6913478822291435,27,31.0,1421.0,13,11,16
0,0,0,0,0,0,1,4.543294782270004,82,58.0,30671.0,27,23,59
1,0,0,1,0,0,0,4.574710978503383,29,76.0,173.0,10,26,3
0,0,0,1,0,0,0,4.5217885770490405,39,32.0,540.0,19,19,20
0,0,0,0,0,0,1,4.543294782270004,52,41.0,233.0,20,35,17
1,0,0,1,0,0,0,4.787491742782046,13,71.0,781.0,5,11,2
1,0,0,1,0,0,0,4.406719247264253,17,63.0,126.0,7,14,3
0,0,0,0,0,0,1,4.553876891600541,5,23.0,311.0,2,1,4
1,0,0,0,0,0,1,4.624972813284271,19,68.0,935.0,3,6,13
0,0,0,0,0,0,1,4.941642422609304,23,26.0,9058.0,2,4,19
0,0,0,1,0,0,0,4.499809670330265,17,44.0,157.0,2,9,8
0,0,0,0,0,1,0,4.727387818712341,28,52.0,1580.0,10,17,11
0,0,0,0,0,0,1,4.718498871295094,155,44.0,10516.0,41,95,60
1,0,0,1,0,0,0,4.5217885770490405,10,72.0,2257.0,1,5,5
1,0,0,0,0,0,1,4.912654885736052,59,69.0,10198.0,16,50,9
1,0,0,0,0,0,1,4.51085950651685,30,79.0,19978.0,0,30,0
1,0,0,0,0,1,0,4.5217885770490405,149,71.0,81524.0,40,116,33
0,0,0,0,0,0,1,4.709530201312334,68,53.0,5318.0,27,49,19
0,0,0,1,0,0,0,4.5217885770490405,44,33.0,786.0,12,24,20
0,0,0,0,0,1,0,4.584967478670572,25,45.0,33972.0,6,7,18
1,0,0,1,0,0,0,4.382026634673881,21,87.0,1659.0,8,14,7
0,0,0,0,1,0,0,4.418840607796598,92,52.0,651914.0,26,86,6
1,0,0,1,0,0,0,4.430816798843313,7,93.0,54.0,1,6,1
1,0,0,1,0,0,0,4.430816798843313,14,76.0,130.0,8,7,7
1,1,0,0,0,0,0,4.605170185988092,15,77.0,1340.0,0,11,4
1,0,0,0,0,0,1,4.68213122712422,61,89.0,775856.0,14,61,0
1,0,0,0,0,0,1,4.59511985013459,162,74.0,278524.0,44,124,38
0,0,0,1,0,0,0,4.68213122712422,67,49.0,2021.0,22,59,8
0,0,0,0,0,0,1,4.532599493153256,57,37.0,65041.0,24,11,46
1,0,0,1,0,0,0,4.919980925828125,153,70.0,32084.0,45,140,13
1,0,0,0,0,1,0,4.804021044733257,133,79.0,64282.0,43,115,18
1,0,0,0,0,1,0,4.941642422609304,249,80.0,481256.0,53,226,23
1,0,0,0,1,0,0,4.624972813284271,8,74.0,2326.0,0,6,2
0,0,0,0,0,0,1,4.59511985013459,16,53.0,1251.0,4,10,6
1,0,0,1,0,0,0,4.983606621708336,6,73.0,7722.0,0,5,1
1,0,0,0,0,0,1,4.5217885770490405,35,70.0,8016.0,13,22,13
1,0,0,1,0,0,0,4.553876891600541,7,64.0,230.0,4,6,1
0,0,0,0,0,1,0,4.624972813284271,226,20.0,41699.0,47,51,175
0,0,0,0,0,1,0,4.77912349311153,171,42.0,212564.0,39,51,120
1,0,0,0,0,0,1,4.718498871295094,133,87.0,262430.0,28,124,9
0,0,0,1,0,0,0,4.382026634673881,5,31.0,931.0,0,1,4
0,0,0,0,0,1,0,4.532599493153256,11,36.0,19283.0,1,3,8
1,0,0,1,0,0,0,4.736198448394496,62,69.0,799.0,14,52,10
0,0,0,0,0,0,1,4.61512051684126,17,36.0,1488.0,8,9,8
0,0,0,0,1,0,0,4.5217885770490405,43,58.0,5340.0,11,27,16
0,0,0,0,0,0,1,4.499809670330265,6,52.0,2994.0,0,5,1
0,0,0,0,0,0,1,4.77912349311153,111,28.0,2190.0,36,27,84
0,0,0,1,0,0,0,4.532599493153256,18,49.0,415.0,11,13,5
1,0,0,0,0,1,0,4.48863636973214,7,62.0,5799.0,4,0,7
1,0,0,0,0,0,1,4.543294782270004,23,73.0,335.0,9,12,11
1,0,0,0,1,0,0,4.553876891600541,10,62.0,1112.0,0,8,2
1,0,0,0,0,1,0,4.634728988229636,157,63.0,403796.0,41,82,75
1,0,0,1,0,0,0,4.499809670330265,9,96.0,297.0,3,7,2
1,0,0,0,1,0,0,4.532599493153256,131,64.0,56104.0,32,65,66
1,0,0,1,0,0,0,4.454347296253507,22,93.0,2988.0,12,22,0
0,1,0,0,0,0,0,4.653960350157523,21,59.0,31998.0,4,16,5
1,0,0,1,0,0,0,4.430816798843313,35,69.0,1286.0,16,30,5
0,0,0,0,0,1,0,4.553876891600541,76,46.0,15264.0,24,22,54
1,0,0,1,0,0,0,4.77912349311153,70,84.0,7769.0,28,69,1
0,0,0,0,0,1,0,4.6443908991413725,22,55.0,1941.0,6,11,11
0,0,0,0,0,0,1,4.74493212836325,12,50.0,15497.0,0,2,10
1,0,0,1,0,0,0,4.605170185988092,11,71.0,2149.0,0,10,1
1,0,0,0,0,0,1,4.605170185988092,258,79.0,118225.0,52,238,20
0,0,0,0,1,0,0,4.442651256490317,61,20.0,210098.0,12,9,52
0,0,0,0,0,0,1,4.762173934797756,40,42.0,4512.0,16,10,30
0,0,0,0,1,0,0,4.477336814478207,6,44.0,938.0,1,4,2
1,0,0,1,0,0,0,4.8283137373023015,25,91.0,9578.0,8,21,4
1,0,0,1,0,0,0,4.406719247264253,16,72.0,475.0,8,15,1
1,1,0,0,0,0,0,4.499809670330265,20,75.0,93063.0,12,9,11
0,0,0,0,1,0,0,4.718498871295094,347,50.0,3983.0,43,162,185
1,1,0,0,0,0,0,4.532599493153256,50,87.0,3818.0,21,45,5
0,0,0,0,0,0,1,4.499809670330265,79,42.0,75267.0,17,8,71
0,0,0,1,0,0,0,4.477336814478207,8,18.0,262.0,1,3,5
0,0,0,0,0,1,0,4.948759890378168,171,50.0,48716.0,44,87,84
1,0,0,0,0,1,0,4.406719247264253,31,76.0,268.0,15,26,5
1,0,0,1,0,0,0,4.672828834461906,105,70.0,9954.0,37,93,12
1,0,0,0,1,0,0,4.804021044733257,32,81.0,8881.0,5,27,5
1,0,0,0,0,0,1,4.700480365792417,16,71.0,2656.0,1,15,1
1,0,0,0,0,0,1,4.553876891600541,26,87.0,327.0,11,21,5
0,0,0,0,0,0,1,4.465908118654584,14,56.0,403.0,7,6,8
1,0,0,0,0,0,1,4.6443908991413725,9,74.0,1192.0,2,5,4
1,0,0,0,0,0,1,4.564348191467836,16,76.0,3460.0,3,16,0
1,0,0,0,1,0,0,4.672828834461906,41,65.0,119.0,11,31,10
0,0,0,0,0,0,1,4.5217885770490405,6,12.0,23397.0,1,2,4
0,0,0,0,0,1,0,4.727387818712341,18,48.0,7817.0,3,5,13
0,0,0,0,0,0,1,4.499809670330265,32,22.0,4734.0,9,3,29
1,0,0,1,0,0,0,4.68213122712422,6,72.0,17337.0,4,2,4
1,0,0,0,0,1,0,4.672828834461906,187,67.0,860222.0,44,83,104
0,0,0,0,0,0,1,4.624972813284271,14,46.0,2081.0,1,9,5
1,1,0,0,0,0,0,4.418840607796598,61,80.0,6175.0,25,51,10
0,0,0,0,0,0,1,4.5217885770490405,17,50.0,160.0,5,9,8
1,0,0,0,1,0,0,4.624972813284271,46,89.0,33890.0,8,46,0
0,0,0,0,0,1,0,4.6443908991413725,8,47.0,312.0,2,1,7
1,0,0,1,0,0,0,4.553876891600541,7,60.0,1732.0,0,6,1
1,0,0,0,0,0,1,4.709530201312334,15,75.0,19994.0,1,10,5
1,0,0,0,0,0,1,4.143134726391533,47,73.0,851.0,23,45,2
1,0,0,0,0,0,1,4.653960350157523,92,69.0,5385.0,37,63,29
1,0,0,0,0,0,1,4.499809670330265,33,67.0,138087.0,4,23,10
1,1,0,0,0,0,0,4.31748811353631,44,70.0,88859.0,15,32,12
1,0,0,0,0,0,1,4.59511985013459,8,72.0,3997.0,0,7,1
1,0,0,0,0,0,1,4.74493212836325,63,76.0,668638.0,20,59,4
1,0,0,0,0,1,0,4.605170185988092,10,75.0,2934.0,4,3,7
0,0,0,1,0,0,0,4.51085950651685,7,38.0,71.0,0,6,1
1,0,0,1,0,0,0,4.564348191467836,60,75.0,2164.0,23,54,6
0,0,0,0,0,1,0,4.6913478822291435,138,47.0,32965.0,33,79,59
1,0,0,0,1,0,0,4.897839799950911,34,80.0,7793.0,11,26,8
0,0,0,0,0,0,1,4.553876891600541,71,32.0,41566.0,24,23,48
1,0,0,0,0,0,1,4.543294782270004,46,73.0,24455.0,10,27,19
1,0,0,0,0,0,1,4.653960350157523,46,82.0,377477.0,8,37,9
0,0,0,1,0,0,0,4.382026634673881,27,26.0,213.0,10,9,18
1,0,0,0,0,0,1,4.770684624465665,85,63.0,218608.0,23,24,61
0,0,0,0,0,0,1,4.532599493153256,86,37.0,383.0,23,54,32
1,0,0,1,0,0,0,4.499809670330265,5,68.0,588.0,1,4,1
1,0,0,0,0,0,1,4.875197323201151,32,84.0,19070.0,10,27,5
1,0,0,0,1,0,0,4.68213122712422,108,72.0,104130.0,38,49,59
1,0,0,1,0,0,0,4.663439094112067,50,77.0,61.0,9,24,26
1,0,0,0,0,1,0,4.5217885770490405,6,79.0,156.0,2,3,3
0,0,0,0,0,1,0,4.836281906951478,38,59.0,1631.0,18,17,21
1,0,0,0,0,0,1,4.820281565605037,216,81.0,250601.0,50,165,51
0,0,0,1,0,0,0,4.499809670330265,8,47.0,63.0,6,8,0
1,0,0,1,0,0,0,4.61512051684126,38,72.0,334.0,17,25,13
0,0,0,0,0,0,1,4.553876891600541,29,27.0,7192.0,8,4,25
0,0,0,0,0,0,1,4.532599493153256,101,51.0,39558.0,29,21,80
1,0,0,0,0,0,1,4.77912349311153,140,86.0,105620.0,38,111,29
1,0,0,0,0,1,0,4.727387818712341,255,83.0,439404.0,54,218,37
1,0,0,1,0,0,0,4.499809670330265,17,78.0,909.0,4,14,3
1,0,0,0,0,0,1,4.727387818712341,6,76.0,2062.0,0,0,6
1,0,0,0,0,0,1,4.718498871295094,38,91.0,3114.0,10,34,4
1,0,0,0,0,0,1,4.584967478670572,74,77.0,480.0,18,63,11
0,0,0,0,0,0,1,4.454347296253507,9,42.0,6944.0,0,0,0
1,0,0,0,0,1,0,4.663439094112067,138,61.0,48840.0,37,49,89
1,0,0,1,0,0,0,4.727387818712341,28,76.0,102.0,3,21,7
0,0,0,0,0,1,0,4.454347296253507,51,38.0,236153.0,14,2,49
1,1,0,0,0,0,0,4.969813299576001,13,72.0,808.0,4,11,2
0,0,0,0,1,0,0,4.418840607796598,18,21.0,6849.0,5,1,17
0,0,0,0,0,1,0,4.61512051684126,190,41.0,1620.0,38,59,131
1,0,0,1,0,0,0,4.543294782270004,11,66.0,8534.0,1,6,5
0,0,0,1,0,0,0,4.454347296253507,5,24.0,35.0,3,0,5
1,0,0,1,0,0,0,4.418840607796598,46,76.0,17.0,5,44,2
1,0,0,0,0,0,1,4.700480365792417,48,95.0,13518.0,12,45,3
1,0,0,1,0,0,0,4.51085950651685,31,79.0,707.0,12,22,9
0,1,0,0,0,0,0,4.276666119016055,91,30.0,21712.0,28,17,74
1,0,0,0,0,0,1,4.836281906951478,31,70.0,9215.0,9,21,10
0,0,0,1,0,0,0,4.919980925828125,66,52.0,865.0,29,46,20
1,0,0,0,0,0,1,4.990432586778736,127,74.0,266442.0,42,74,53
1,0,0,0,0,0,1,4.672828834461906,85,87.0,5101.0,32,77,8
1,0,0,1,0,0,0,4.634728988229636,5,82.0,2050.0,3,5,0
1,0,0,0,1,0,0,4.718498871295094,80,69.0,1409.0,22,53,27
0,0,0,0,0,1,0,4.454347296253507,73,23.0,52777.0,19,6,67
0,0,0,1,0,0,0,4.465908118654584,19,40.0,782.0,5,6,13
1,0,0,0,0,0,1,4.736198448394496,102,77.0,76289.0,29,71,31
0,0,0,0,0,0,1,4.499809670330265,21,40.0,51.0,6,8,13
1,0,0,0,0,1,0,4.51085950651685,112,89.0,56396.0,31,105,7
0,0,0,1,0,0,0,4.553876891600541,5,29.0,26.0,0,0,5
1,0,0,1,0,0,0,4.564348191467836,5,79.0,1666.0,0,5,0
0,0,0,0,0,0,1,4.553876891600541,24,43.0,2461.0,4,18,6
0,0,0,0,0,1,0,4.465908118654584,5,40.0,1757.0,0,1,4
0,0,0,0,0,0,1,4.51085950651685,19,26.0,1451.0,6,9,10
1,0,0,0,0,0,1,4.574710978503383,62,92.0,556288.0,14,55,7
1,0,0,0,0,1,0,4.727387818712341,153,78.0,63828.0,39,94,59
1,0,0,0,0,0,1,4.6443908991413725,158,77.0,25135.0,45,134,24
1,0,0,0,0,0,1,4.605170185988092,22,71.0,29761.0,8,0,22
0,0,0,1,0,0,0,4.51085950651685,8,56.0,168.0,5,3,5
0,0,0,1,0,0,0,4.836281906951478,12,39.0,969.0,4,6,6
0,0,0,0,0,1,0,4.727387818712341,82,50.0,204744.0,18,31,51
0,0,0,1,0,0,0,5.147494476813453,5,51.0,2354.0,4,4,1
1,0,0,0,0,0,1,4.605170185988092,7,60.0,2488.0,3,5,2
0,0,0,0,0,1,0,4.605170185988092,45,56.0,19952.0,14,7,38
1,1,0,0,0,0,0,4.31748811353631,23,94.0,6690.0,4,22,1
1,0,0,1,0,0,0,4.653960350157523,11,75.0,4489.0,3,7,4
1,0,0,0,0,1,0,4.787491742782046,335,76.0,12083.0,46,305,30
1,0,0,0,0,0,1,4.532599493153256,54,73.0,26979.0,14,39,15
0,0,0,0,0,0,1,4.61512051684126,43,58.0,3502.0,15,13,30
1,0,0,0,0,0,1,4.709530201312334,23,77.0,3493.0,8,15,8
0,0,0,1,0,0,0,4.454347296253507,19,55.0,1677.0,9,17,2
0,0,0,1,0,0,0,4.574710978503383,12,47.0,160.0,5,8,4
1,0,0,0,1,0,0,4.564348191467836,41,87.0,2184.0,18,40,1
0,0,0,0,0,1,0,4.700480365792417,140,37.0,25176.0,27,63,77
0,0,0,0,1,0,0,4.543294782270004,32,52.0,31625.0,3,21,11
1,0,0,1,0,0,0,4.6443908991413725,10,72.0,72.0,1,7,3
0,0,0,0,0,0,1,4.465908118654584,6,21.0,9712.0,0,2,4
1,0,0,0,0,1,0,4.430816798843313,31,78.0,856.0,15,30,1
0,0,0,0,0,1,0,4.795790545596741,141,40.0,76675.0,34,17,124
1,0,0,0,0,0,1,4.672828834461906,19,64.0,5160.0,7,11,8
0,0,0,0,0,0,1,4.276666119016055,22,34.0,910.0,7,14,8
1,0,0,0,0,0,1,4.653960350157523,31,66.0,782.0,14,22,9
1,1,0,0,0,0,0,4.820281565605037,42,84.0,4442.0,14,41,1
0,0,0,0,0,1,0,4.543294782270004,62,49.0,17501.0,28,23,39
1,0,0,0,1,0,0,4.7535901911063645,16,71.0,5511.0,4,12,4
1,0,0,1,0,0,0,4.430816798843313,32,66.0,884.0,15,22,10
1,0,0,0,1,0,0,4.762173934797756,24,75.0,47363.0,1,19,5
1,0,0,0,0,0,1,4.787491742782046,180,60.0,225228.0,44,104,76
1,0,0,0,0,1,0,4.844187086458591,348,91.0,747491.0,61,328,20
1,0,0,0,0,0,1,4.564348191467836,8,63.0,2134.0,1,7,1
0,0,0,0,0,0,1,4.605170185988092,29,31.0,51391.0,10,3,26
0,0,0,0,0,0,1,4.663439094112067,149,42.0,62870.0,48,74,75
1,0,0,0,1,0,0,4.653960350157523,30,72.0,624.0,9,28,2
1,0,0,0,0,0,1,5.14166355650266,194,87.0,34128168.0,49,148,46
1,0,0,0,0,0,1,4.787491742782046,23,74.0,3486.0,8,12,11
0,0,0,0,0,0,1,4.6913478822291435,5,19.0,324.0,1,2,3
0,0,0,0,0,1,0,4.718498871295094,70,55.0,21456.0,18,43,27
0,1,0,0,0,0,0,4.406719247264253,162,47.0,470620.0,42,60,102
1,0,0,0,0,0,1,4.836281906951478,22,89.0,12988.0,8,18,4
1,0,0,0,0,0,1,5.043425116919247,35,65.0,37106.0,8,17,18
1,0,0,0,1,0,0,4.543294782270004,41,87.0,43298.0,6,39,2
1,0,0,1,0,0,0,4.442651256490317,19,79.0,616.0,12,17,2
1,0,0,0,1,0,0,4.653960350157523,154,62.0,258090.0,41,63,91
0,0,0,0,0,0,1,4.605170185988092,6,53.0,5121.0,2,1,5
1,0,0,0,0,1,0,4.8283137373023015,221,85.0,109913.0,59,178,43
1,0,0,0,0,1,0,4.406719247264253,102,93.0,29219.0,33,99,3
0,0,0,0,1,0,0,4.564348191467836,5,22.0,441.0,1,0,5
1,0,0,0,0,1,0,4.736198448394496,13,73.0,32891.0,1,12,1
0,0,0,0,0,0,1,4.624972813284271,54,36.0,1312.0,22,27,27
1,0,0,0,1,0,0,4.709530201312334,96,70.0,23881.0,31,36,60
1,0,0,0,0,0,1,4.700480365792417,77,62.0,9634.0,29,25,52
1,0,0,0,0,1,0,4.499809670330265,49,90.0,3837.0,21,48,1
0,0,0,0,0,0,1,4.68213122712422,33,45.0,9121.0,10,10,23
1,0,0,0,0,0,1,4.6913478822291435,53,68.0,36360.0,14,40,13
1,0,0,1,0,0,0,4.430816798843313,10,94.0,112.0,5,8,2
0,0,0,0,0,1,0,4.812184355372417,212,56.0,262438.0,51,119,93
0,0,0,0,0,0,1,4.68213122712422,24,42.0,174.0,8,9,15
0,0,0,0,0,0,1,4.61512051684126,33,59.0,11643.0,13,7,26
0,0,0,0,0,1,0,4.804021044733257,13,41.0,3224.0,2,7,6
1,0,0,0,0,0,1,4.574710978503383,96,81.0,192431.0,22,73,23
1,0,0,1,0,0,0,5.0106352940962555,7,66.0,3416.0,4,4,3
0,0,0,1,0,0,0,4.48863636973214,23,46.0,4395.0,4,11,12
1,0,0,0,0,1,0,4.68213122712422,141,79.0,14767.0,42,133,8
0,0,0,1,0,0,0,4.276666119016055,106,54.0,2274.0,26,103,3
1,1,0,0,0,0,0,5.043425116919247,33,78.0,1463.0,9,30,3
1,0,0,1,0,0,0,4.553876891600541,21,73.0,710.0,3,19,2
0,0,0,0,1,0,0,4.836281906951478,12,37.0,2242.0,1,4,8
1,0,0,0,1,0,0,4.718498871295094,29,72.0,6993.0,5,25,4
1,0,0,1,0,0,0,4.51085950651685,30,70.0,201.0,17,27,3
1,0,0,0,0,0,1,4.663439094112067,29,74.0,50379.0,6,10,19
1,0,0,0,0,0,1,4.787491742782046,169,89.0,71972.0,52,154,15
0,0,0,0,0,0,1,4.762173934797756,125,42.0,32396.0,33,33,92
1,0,0,0,0,1,0,4.859812404361672,124,78.0,9101.0,36,104,20
1,0,0,0,0,1,0,5.0106352940962555,347,61.0,105638.0,53,220,127
1,0,0,0,0,1,0,4.605170185988092,15,70.0,3406.0,5,14,1
1,0,0,0,0,0,1,4.859812404361672,39,88.0,53649.0,6,35,4
0,0,0,0,0,0,1,4.709530201312334,5,51.0,7399.0,0,2,3
1,0,0,0,0,0,1,4.875197323201151,96,68.0,33884.0,33,60,36
1,0,0,0,0,0,1,4.624972813284271,29,78.0,5160.0,7,26,3
0,0,0,0,0,1,0,4.709530201312334,20,42.0,862.0,8,5,15
1,0,0,1,0,0,0,3.6888794541139363,5,69.0,761.0,0,5,0
1,0,0,1,0,0,0,4.564348191467836,8,72.0,283.0,3,6,2
1,0,0,0,1,0,0,4.653960350157523,10,65.0,4405.0,4,3,7
0,0,0,0,0,0,1,4.48863636973214,21,33.0,69.0,7,1,20
0,0,0,0,0,1,0,4.499809670330265,7,16.0,307.0,2,0,7
0,0,0,1,0,0,0,4.30406509320417,12,53.0,7271.0,0,8,4
1,0,0,0,1,0,0,4.736198448394496,34,62.0,55557.0,10,20,14
1,0,0,0,1,0,0,4.74493212836325,48,91.0,579036.0,7,34,14
0,0,0,0,0,0,1,4.68213122712422,154,47.0,58563.0,35,52,102
0,0,0,0,0,0,1,4.890349128221754,10,56.0,587.0,3,9,1
0,0,0,0,0,0,1,4.762173934797756,26,49.0,2235.0,10,15,11
0,0,0,0,1,0,0,4.59511985013459,13,40.0,72947.0,7,2,11
1,0,0,1,0,0,0,4.51085950651685,34,77.0,1313.0,13,29,5
1,0,0,0,0,0,1,4.795790545596741,160,77.0,29293.0,45,117,43
1,0,0,1,0,0,0,4.709530201312334,8,68.0,579.0,3,6,2
1,0,0,1,0,0,0,4.844187086458591,20,71.0,4643.0,11,13,7
0,0,0,0,1,0,0,4.553876891600541,7,49.0,555.0,1,5,2
0,0,0,0,0,0,1,4.543294782270004,8,47.0,5027.0,0,2,6
0,0,0,0,0,0,1,4.59511985013459,26,27.0,52329.0,3,11,15
1,0,0,0,0,0,1,4.663439094112067,26,75.0,3677.0,7,17,9
0,0,0,0,0,1,0,4.997212273764115,247,58.0,264968.0,48,107,140
1,0,0,0,0,0,1,4.672828834461906,13,73.0,2522.0,1,12,1
0,0,0,0,0,0,1,0.0,6,26.0,13618.0,0,1,5
1,0,0,0,1,0,0,4.605170185988092,38,73.0,34224.0,6,31,7
0,0,0,0,0,0,1,4.663439094112067,13,45.0,1421.0,2,8,5
0,0,0,0,0,0,1,4.700480365792417,49,54.0,1125.0,22,22,27
0,0,0,0,0,1,0,4.882801922586371,12,54.0,293.0,7,5,7
1,0,0,0,1,0,0,4.812184355372417,21,82.0,7698.0,5,8,13
0,0,0,0,0,0,1,4.499809670330265,66,37.0,1947.0,18,25,41
1,0,0,0,0,0,1,4.624972813284271,25,60.0,14625.0,2,10,15
